ÔÏb3.645872	1
3.669606	2
3.675729	3
3.676807	4
3.677078	5
3.677382	6
3.702778	7
3.708839	8
3.709210	9
3.740591	10
3.742654	11
3.743413	12
3.770617	13
3.770716	14
3.772548	15
3.772665	16
3.773146	17
3.806074	18
3.808275	19
3.809795	20
3.835886	21
3.837975	22
3.838039	23
3.849096	24
3.851981	25
3.874873	26
3.875675	27
3.877297	28
3.879346	29
3.882008	30
3.902618	31
3.903309	32
3.903520	33
3.905347	34
3.936548	35
3.936844	36
3.938668	37
3.941450	38
3.944799	39
3.974026	40
3.974383	41
3.974682	42
3.978550	43
3.983675	44
3.984216	45
3.985614	46
4.005071	47
4.009650	48
4.010030	49
4.028308	50
4.028403	51
4.032293	52
4.033261	53
4.055531	54
4.057303	55
4.062618	56
4.064312	57
4.066044	58
4.066077	59
4.067560	60
4.068553	61
4.069289	62
4.089238	63
4.099320	64
4.099795	65
4.101477	66
4.126029	67
4.127426	68
4.129195	69
4.131872	70
4.133334	71
4.133546	72
4.139600	73
4.139613	74
4.141983	75
4.142473	76
4.148625	77
4.148768	78
4.148812	79
4.148833	80
4.148867	81
4.149283	82
4.158246	83
4.166749	84
4.169073	85
4.172099	86
4.172112	87
4.172550	88
4.178189	89
4.180037	90
4.180284	91
4.180866	92
4.193065	93
4.200168	94
4.201550	95
4.201887	96
4.203836	97
4.204256	98
4.205178	99
4.207495	100
4.207555	101
4.209214	102
4.209340	103
4.211618	104
4.211683	105
4.211829	106
4.212110	107
4.212300	108
4.218805	109
4.234081	110
4.236136	111
4.236822	112
4.236824	113
4.237071	114
4.237147	115
4.237155	116
4.237335	117
4.237455	118
4.237958	119
4.237991	120
4.243638	121
4.244110	122
4.257332	123
4.266917	124
4.266979	125
4.267083	126
4.267773	127
4.270675	128
4.282435	129
4.282973	130
4.283495	131
4.296421	132
4.296685	133
4.296751	134
4.299143	135
4.299831	136
4.305229	137
4.311576	138
4.314725	139
4.314726	140
4.315258	141
4.318768	142
4.329446	143
4.330934	144
4.332021	145
4.333045	146
4.333109	147
4.341657	148
4.341659	149
4.342398	150
4.342503	151
4.342591	152
4.344489	153
4.346456	154
4.346696	155
4.369036	156
4.369473	157
4.369773	158
4.369855	159
4.369943	160
4.370658	161
4.370664	162
4.378240	163
4.383038	164
4.391624	165
4.392098	166
4.392729	167
4.392736	168
4.392778	169
4.403554	170
4.404380	171
4.404720	172
4.404878	173
4.410240	174
4.416142	175
4.417314	176
4.425179	177
4.425252	178
4.425768	179
4.425827	180
4.427605	181
4.427974	182
4.441506	183
4.443376	184
4.443768	185
4.444540	186
4.444587	187
4.445199	188
4.445489	189
4.448154	190
4.451065	191
4.451361	192
4.451363	193
4.456934	194
4.457054	195
4.460062	196
4.461229	197
4.467942	198
4.472356	199
4.473417	200
4.473737	201
4.474077	202
4.474915	203
4.475027	204
4.491461	205
4.491635	206
4.491729	207
4.491948	208
4.491990	209
4.492334	210
4.494331	211
4.494354	212
4.495028	213
4.497458	214
4.497596	215
4.497967	216
4.497994	217
4.499327	218
4.499803	219
4.499806	220
4.499962	221
4.500989	222
4.518837	223
4.518955	224
4.521261	225
4.522077	226
4.522349	227
4.523141	228
4.523142	229
4.523169	230
4.523201	231
4.523983	232
4.524612	233
4.527438	234
4.528086	235
4.528308	236
4.528501	237
4.528853	238
4.528971	239
4.528990	240
4.530782	241
4.530891	242
4.536929	243
4.546418	244
4.546521	245
4.546995	246
4.547056	247
4.550321	248
4.550550	249
4.551397	250
4.553209	251
4.553231	252
4.555171	253
4.556443	254
4.557436	255
4.558374	256
4.559179	257
4.561084	258
4.561388	259
4.562030	260
4.562057	261
4.562085	262
4.564378	263
4.564604	264
4.564797	265
4.565952	266
4.566370	267
4.571042	268
4.571602	269
4.572309	270
4.576785	271
4.576954	272
4.577949	273
4.578098	274
4.585541	275
4.585906	276
4.586680	277
4.586759	278
4.588043	279
4.588127	280
4.589068	281
4.589274	282
4.589320	283
4.590463	284
4.590758	285
4.590871	286
4.592328	287
4.592331	288
4.592443	289
4.593638	290
4.596540	291
4.601107	292
4.601761	293
4.608296	294
4.608743	295
4.611034	296
4.611651	297
4.611767	298
4.612089	299
4.612181	300
4.612858	301
4.612884	302
4.620368	303
4.620481	304
4.620660	305
4.623997	306
4.624258	307
4.624265	308
4.624958	309
4.625025	310
4.625124	311
4.625651	312
4.627602	313
4.627807	314
4.627814	315
4.632807	316
4.633317	317
4.637166	318
4.637604	319
4.637657	320
4.647907	321
4.647918	322
4.648438	323
4.649783	324
4.650316	325
4.650462	326
4.652539	327
4.652683	328
4.652997	329
4.653423	330
4.653533	331
4.653886	332
4.654560	333
4.654697	334
4.658703	335
4.659002	336
4.659035	337
4.660948	338
4.661102	339
4.661197	340
4.670382	341
4.670459	342
4.670520	343
4.670582	344
4.670597	345
4.674701	346
4.678119	347
4.678232	348
4.678702	349
4.678768	350
4.678811	351
4.679069	352
4.679444	353
4.679497	354
4.682863	355
4.683308	356
4.683862	357
4.686044	358
4.686065	359
4.688099	360
4.688127	361
4.688201	362
4.688243	363
4.688451	364
4.689257	365
4.689353	366
4.689891	367
4.694131	368
4.696032	369
4.696299	370
4.699614	371
4.703425	372
4.707996	373
4.708302	374
4.708448	375
4.709385	376
4.710307	377
4.710477	378
4.710601	379
4.710784	380
4.715040	381
4.716898	382
4.716900	383
4.716935	384
4.718067	385
4.718108	386
4.718153	387
4.719005	388
4.719676	389
4.720615	390
4.720733	391
4.720855	392
4.728310	393
4.728388	394
4.732241	395
4.732573	396
4.733276	397
4.734227	398
4.735987	399
4.738124	400
4.738590	401
4.739654	402
4.739756	403
4.740056	404
4.740101	405
4.740117	406
4.740351	407
4.742022	408
4.743044	409
4.746134	410
4.746158	411
4.747741	412
4.752792	413
4.752865	414
4.753470	415
4.754849	416
4.757669	417
4.757939	418
4.759505	419
4.759758	420
4.759790	421
4.760139	422
4.760742	423
4.760942	424
4.761230	425
4.761830	426
4.761841	427
4.761936	428
4.761938	429
4.766305	430
4.767703	431
4.768123	432
4.768333	433
4.768370	434
4.768416	435
4.768955	436
4.769505	437
